Titulos,URL,HUBsci,Categoria
"Statistical mechanical origin of the entropy of a rotating, charged black hole",https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.54.2171,https://sci-hub.se/https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.54.2171,Fisica
Black hole entropy and viscosity bound in Horndeski gravity,https://link.springer.com/article/10.1007/JHEP11(2015)176,https://sci-hub.se/https://link.springer.com/article/10.1007/JHEP11(2015)176,Fisica
Macroscopic entropy of N= 2 extremal black holes,https://www.sciencedirect.com/science/article/pii/0370269396007113,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/0370269396007113,Fisica
"[HTML] Black hole entropy, curved space and monsters",https://www.sciencedirect.com/science/article/pii/S0370269307011562,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0370269307011562,Fisica
Black hole entropy in modified-gravity models,https://journals.aps.org/prd/abstract/10.1103/PhysRevD.77.044009,https://sci-hub.se/https://journals.aps.org/prd/abstract/10.1103/PhysRevD.77.044009,Fisica
From black hole entropy to energy-minimizing states in QFT,https://journals.aps.org/prd/abstract/10.1103/PhysRevD.101.046001,https://sci-hub.se/https://journals.aps.org/prd/abstract/10.1103/PhysRevD.101.046001,Fisica
Black hole entropy from Bondi-Metzner-Sachs symmetry at the horizon,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.120.101301,https://sci-hub.se/https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.120.101301,Fisica
Black hole entropy and Lorentz-diffeomorphism Noether charge,https://journals.aps.org/prd/abstract/10.1103/PhysRevD.92.124010,https://sci-hub.se/https://journals.aps.org/prd/abstract/10.1103/PhysRevD.92.124010,Fisica
Entanglement interpretation of black hole entropy in string theory,https://iopscience.iop.org/article/10.1088/1126-6708/2006/01/098/meta,https://sci-hub.se/https://iopscience.iop.org/article/10.1088/1126-6708/2006/01/098/meta,Fisica
The Hamiltonian dynamics of bounded spacetime and black hole entropy: The canonical method,https://www.sciencedirect.com/science/article/pii/S0550321302002924,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0550321302002924,Fisica
Quantum black holes: Entropy and entanglement on the horizon,https://www.sciencedirect.com/science/article/pii/S0550321306001295,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0550321306001295,Fisica
Black hole entropy functions and attractor equations,https://iopscience.iop.org/article/10.1088/1126-6708/2007/03/085/meta,https://sci-hub.se/https://iopscience.iop.org/article/10.1088/1126-6708/2007/03/085/meta,Fisica
Log correction to the black hole area law,https://journals.aps.org/prd/abstract/10.1103/PhysRevD.71.027502,https://sci-hub.se/https://journals.aps.org/prd/abstract/10.1103/PhysRevD.71.027502,Fisica
Entropy bounds and black hole remnants,https://journals.aps.org/prd/abstract/10.1103/PhysRevD.49.1912,https://sci-hub.se/https://journals.aps.org/prd/abstract/10.1103/PhysRevD.49.1912,Fisica
Black hole entropy sourced by string winding condensate,https://link.springer.com/article/10.1007/JHEP10(2021)219,https://sci-hub.se/https://link.springer.com/article/10.1007/JHEP10(2021)219,Fisica
Black-hole entropy from supergravity superstrata states,https://link.springer.com/article/10.1007/JHEP10(2014)140,https://sci-hub.se/https://link.springer.com/article/10.1007/JHEP10(2014)140,Fisica
''Nongeometric''contribution to the entropy of a black hole due to quantum corrections,https://journals.aps.org/prd/abstract/10.1103/PhysRevD.51.618,https://sci-hub.se/https://journals.aps.org/prd/abstract/10.1103/PhysRevD.51.618,Fisica
Higher spin black hole entropy in three dimensions,https://link.springer.com/article/10.1007/JHEP04(2013)143,https://sci-hub.se/https://link.springer.com/article/10.1007/JHEP04(2013)143,Fisica
On the existence of the logarithmic correction term in black hole entropy-area relation,https://link.springer.com/article/10.1007/s10714-007-0397-3,https://sci-hub.se/https://link.springer.com/article/10.1007/s10714-007-0397-3,Fisica
Generalized second law of thermodynamics in black-hole physics,https://journals.aps.org/prd/abstract/10.1103/PhysRevD.9.3292,https://sci-hub.se/https://journals.aps.org/prd/abstract/10.1103/PhysRevD.9.3292,Fisica
Statistical black-hole thermodynamics,https://journals.aps.org/prd/abstract/10.1103/PhysRevD.12.3077,https://sci-hub.se/https://journals.aps.org/prd/abstract/10.1103/PhysRevD.12.3077,Fisica
Severe constraints on the loop-quantum-gravity energy-momentum dispersion relation from the black-hole area-entropy law,https://journals.aps.org/prd/abstract/10.1103/PhysRevD.70.107501,https://sci-hub.se/https://journals.aps.org/prd/abstract/10.1103/PhysRevD.70.107501,Fisica
"Weak gravity conjecture, black hole entropy, and modular invariance",https://link.springer.com/article/10.1007/JHEP08(2019)022,https://sci-hub.se/https://link.springer.com/article/10.1007/JHEP08(2019)022,Fisica
[HTML] On area and entropy of a black hole,https://www.sciencedirect.com/science/article/pii/S0370269303013261,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0370269303013261,Fisica
Black hole entropy function for toric theories via Bethe Ansatz,https://link.springer.com/article/10.1007/JHEP04(2020)091,https://sci-hub.se/https://link.springer.com/article/10.1007/JHEP04(2020)091,Fisica
Entropy function and AdS2/CFT1 correspondence,https://iopscience.iop.org/article/10.1088/1126-6708/2008/11/075/meta,https://sci-hub.se/https://iopscience.iop.org/article/10.1088/1126-6708/2008/11/075/meta,Fisica
Black hole entropy and the problem of universality,https://iopscience.iop.org/article/10.1088/1742-6596/67/1/012022/meta,https://sci-hub.se/https://iopscience.iop.org/article/10.1088/1742-6596/67/1/012022/meta,Fisica
"Statistics, holography, and black hole entropy in loop quantum gravity",https://journals.aps.org/prd/abstract/10.1103/PhysRevD.89.084069,https://sci-hub.se/https://journals.aps.org/prd/abstract/10.1103/PhysRevD.89.084069,Fisica
[HTML] Quantum-corrected self-dual black hole entropy in tunneling formalism with GUP,https://www.sciencedirect.com/science/article/pii/S0370269315005924,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0370269315005924,Fisica
"Functional determinants, index theorems, and exact quantum black hole entropy",https://link.springer.com/article/10.1007/JHEP12(2015)028,https://sci-hub.se/https://link.springer.com/article/10.1007/JHEP12(2015)028,Fisica
Kerr-Newman black hole entropy and soft hair,https://arxiv.org/abs/1902.02247,https://sci-hub.se/https://arxiv.org/abs/1902.02247,Fisica
A note on renormalization and black hole entropy in loop quantum gravity,https://iopscience.iop.org/article/10.1088/0264-9381/24/18/N02/meta,https://sci-hub.se/https://iopscience.iop.org/article/10.1088/0264-9381/24/18/N02/meta,Fisica
Siegel modular forms and black hole entropy,https://link.springer.com/article/10.1007/JHEP04(2017)057,https://sci-hub.se/https://link.springer.com/article/10.1007/JHEP04(2017)057,Fisica
Revisiting the Logarithmic Corrections to the Black Hole Entropy,https://arxiv.org/abs/2209.13608,https://sci-hub.se/https://arxiv.org/abs/2209.13608,Fisica
"String triality, black hole entropy, and Cayley's hyperdeterminant",https://journals.aps.org/prd/abstract/10.1103/PhysRevD.76.025017,https://sci-hub.se/https://journals.aps.org/prd/abstract/10.1103/PhysRevD.76.025017,Fisica
Modified dispersion relations and black hole entropy,https://www.sciencedirect.com/science/article/pii/S0370269310001735,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0370269310001735,Fisica
Black hole entropy and quantum information,https://link.springer.com/chapter/10.1007/978-3-540-79523-0_2,https://sci-hub.se/https://link.springer.com/chapter/10.1007/978-3-540-79523-0_2,Fisica
Tachyon condensation and black hole entropy,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.88.091301,https://sci-hub.se/https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.88.091301,Fisica
Entropy functions for accelerating black holes,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.130.091603,https://sci-hub.se/https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.130.091603,Fisica
"Comment on Tsallis, C. Black Hole Entropy: A Closer Look. Entropy 2020, 22, 17",https://www.mdpi.com/844858,https://sci-hub.se/https://www.mdpi.com/844858,Fisica
Combinatorics of the black hole entropy in loop quantum gravity,https://journals.aps.org/prd/abstract/10.1103/PhysRevD.80.084006,https://sci-hub.se/https://journals.aps.org/prd/abstract/10.1103/PhysRevD.80.084006,Fisica
Black-hole entropy as causal links,https://link.springer.com/article/10.1023/A:1023781022519,https://sci-hub.se/https://link.springer.com/article/10.1023/A:1023781022519,Fisica
"Quasinormal modes, black hole entropy, and quantum geometry",https://journals.aps.org/prd/abstract/10.1103/PhysRevD.67.087502,https://sci-hub.se/https://journals.aps.org/prd/abstract/10.1103/PhysRevD.67.087502,Fisica
Where are the black-hole entropy degrees of freedom?,https://iopscience.iop.org/article/10.1088/0264-9381/24/20/022/meta,https://sci-hub.se/https://iopscience.iop.org/article/10.1088/0264-9381/24/20/022/meta,Fisica
Horizon constraints and black-hole entropy,https://iopscience.iop.org/article/10.1088/0264-9381/22/7/007/meta,https://sci-hub.se/https://iopscience.iop.org/article/10.1088/0264-9381/22/7/007/meta,Fisica
Improved black hole entropy calculation without cutoff,https://www.worldscientific.com/doi/abs/10.1142/S0217732304013192,https://sci-hub.se/https://www.worldscientific.com/doi/abs/10.1142/S0217732304013192,Fisica
All solutions of the localization equations for quantum black hole entropy,https://link.springer.com/article/10.1007/JHEP02(2013)141,https://sci-hub.se/https://link.springer.com/article/10.1007/JHEP02(2013)141,Fisica
Higher-derivative corrections to black hole entropy at zero temperature,https://journals.aps.org/prd/abstract/10.1103/PhysRevD.105.L081901,https://sci-hub.se/https://journals.aps.org/prd/abstract/10.1103/PhysRevD.105.L081901,Fisica
Analytic continuation of black hole entropy in loop quantum gravity,https://link.springer.com/article/10.1007/JHEP06(2015)145,https://sci-hub.se/https://link.springer.com/article/10.1007/JHEP06(2015)145,Fisica
Noether charge and black hole entropy in modified theories of gravity,https://journals.aps.org/prd/abstract/10.1103/PhysRevD.76.124001,https://sci-hub.se/https://journals.aps.org/prd/abstract/10.1103/PhysRevD.76.124001,Fisica
Black hole entropy calculations based on symmetries,https://iopscience.iop.org/article/10.1088/0264-9381/18/10/308/meta,https://sci-hub.se/https://iopscience.iop.org/article/10.1088/0264-9381/18/10/308/meta,Fisica
[HTML] Semiclassical corrections to black hole entropy and the generalized uncertainty principle,https://www.sciencedirect.com/science/article/pii/S0370269315000180,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0370269315000180,Fisica
Entropy inequality violations from ultraspinning black holes,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.031101,https://sci-hub.se/https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.031101,Fisica
Isolated horizons and black hole entropy in loop quantum gravity,https://www.emis.de/journals/SIGMA/2012/048/,https://sci-hub.se/https://www.emis.de/journals/SIGMA/2012/048/,Fisica
Action and entropy of extreme and nonextreme black holes,https://journals.aps.org/prd/abstract/10.1103/PhysRevD.51.4315,https://sci-hub.se/https://journals.aps.org/prd/abstract/10.1103/PhysRevD.51.4315,Fisica
Time evolution of entanglement entropy from black hole interiors,https://link.springer.com/article/10.1007/JHEP05(2013)014,https://sci-hub.se/https://link.springer.com/article/10.1007/JHEP05(2013)014,Fisica
Black hole entropy from horizon conformal field theory,https://www.sciencedirect.com/science/article/pii/S0920563200007489,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0920563200007489,Fisica
Spherically symmetric black-hole entropy without brick walls,https://iopscience.iop.org/article/10.1088/0264-9381/20/22/012/meta,https://sci-hub.se/https://iopscience.iop.org/article/10.1088/0264-9381/20/22/012/meta,Fisica
Area-law versus Rényi and Tsallis black hole entropies,https://journals.aps.org/prd/abstract/10.1103/PhysRevD.104.084030,https://sci-hub.se/https://journals.aps.org/prd/abstract/10.1103/PhysRevD.104.084030,Fisica
Entropy function for heterotic black holes,https://iopscience.iop.org/article/10.1088/1126-6708/2006/03/008/meta,https://sci-hub.se/https://iopscience.iop.org/article/10.1088/1126-6708/2006/03/008/meta,Fisica
The off-shell black hole,https://iopscience.iop.org/article/10.1088/0264-9381/12/7/011/meta,https://sci-hub.se/https://iopscience.iop.org/article/10.1088/0264-9381/12/7/011/meta,Fisica
[HTML] The area of a rough black hole,https://www.sciencedirect.com/science/article/pii/S0370269320304469,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0370269320304469,Fisica
Microstate counting of AdS 4 hyperbolic black hole entropy via the topologically twisted index,https://link.springer.com/article/10.1007/JHEP08(2017)023,https://sci-hub.se/https://link.springer.com/article/10.1007/JHEP08(2017)023,Fisica
Effective conformal descriptions of black hole entropy: a review,https://aip.scitation.org/doi/abs/10.1063/1.4756962,https://sci-hub.se/https://aip.scitation.org/doi/abs/10.1063/1.4756962,Fisica
The imaginary part of the gravity action and black hole entropy,https://link.springer.com/article/10.1007/JHEP04(2013)071,https://sci-hub.se/https://link.springer.com/article/10.1007/JHEP04(2013)071,Fisica
Black hole entropy with minimal length in tunneling formalism,https://link.springer.com/article/10.1007/s10714-013-1581-2,https://sci-hub.se/https://link.springer.com/article/10.1007/s10714-013-1581-2,Fisica
"Thermal fields, entropy and black holes",https://iopscience.iop.org/article/10.1088/0264-9381/15/8/001/meta,https://sci-hub.se/https://iopscience.iop.org/article/10.1088/0264-9381/15/8/001/meta,Fisica
AdS7 black-hole entropy and 5D N = 2 Yang-Mills,https://link.springer.com/article/10.1007/JHEP01(2020)017,https://sci-hub.se/https://link.springer.com/article/10.1007/JHEP01(2020)017,Fisica
[HTML] Infinite black hole entropies at infinite distances and tower of states,https://www.sciencedirect.com/science/article/pii/S055032132030198X,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S055032132030198X,Fisica
Entropy in dilatonic black hole background,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.73.2521,https://sci-hub.se/https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.73.2521,Fisica
Problems in black hole entropy interpretation,https://arxiv.org/abs/gr-qc/9601032,https://sci-hub.se/https://arxiv.org/abs/gr-qc/9601032,Fisica
Black hole enthalpy and an entropy inequality for the thermodynamic volume,https://journals.aps.org/prd/abstract/10.1103/PhysRevD.84.024037,https://sci-hub.se/https://journals.aps.org/prd/abstract/10.1103/PhysRevD.84.024037,Fisica
"Black hole entropy, loop gravity, and polymer physics",https://iopscience.iop.org/article/10.1088/0264-9381/28/11/114006/meta,https://sci-hub.se/https://iopscience.iop.org/article/10.1088/0264-9381/28/11/114006/meta,Fisica
Hairy black hole entropy and the role of solitons in three dimensions,https://link.springer.com/article/10.1007/JHEP02(2012)136,https://sci-hub.se/https://link.springer.com/article/10.1007/JHEP02(2012)136,Fisica
"Revisiting Claims in"" Black Hole Entropy: A Closer Look""",https://arxiv.org/abs/2210.00324,https://sci-hub.se/https://arxiv.org/abs/2210.00324,Fisica
Algebraic approach to quantum black holes: logarithmic corrections to black hole entropy,https://journals.aps.org/prd/abstract/10.1103/PhysRevD.66.104022,https://sci-hub.se/https://journals.aps.org/prd/abstract/10.1103/PhysRevD.66.104022,Fisica
Comparison of the Noether charge and Euclidean methods for computing the entropy of stationary black holes,https://journals.aps.org/prd/abstract/10.1103/PhysRevD.52.4430,https://sci-hub.se/https://journals.aps.org/prd/abstract/10.1103/PhysRevD.52.4430,Fisica
"Non-minimal couplings, quantum geometry and black-hole entropy",https://iopscience.iop.org/article/10.1088/0264-9381/20/20/310/meta,https://sci-hub.se/https://iopscience.iop.org/article/10.1088/0264-9381/20/20/310/meta,Fisica
Quantum source of entropy for black holes,https://journals.aps.org/prd/abstract/10.1103/PhysRevD.34.373,https://sci-hub.se/https://journals.aps.org/prd/abstract/10.1103/PhysRevD.34.373,Fisica
Black-hole entropy and minimal diffusion,https://journals.aps.org/prd/abstract/10.1103/PhysRevD.88.084017,https://sci-hub.se/https://journals.aps.org/prd/abstract/10.1103/PhysRevD.88.084017,Fisica
Logarithmic correction to the Bekenstein-Hawking entropy of the BTZ black hole,https://iopscience.iop.org/article/10.1088/0264-9381/18/15/303/meta,https://sci-hub.se/https://iopscience.iop.org/article/10.1088/0264-9381/18/15/303/meta,Fisica
Black hole entropy in 3D gravity with torsion,https://iopscience.iop.org/article/10.1088/0264-9381/23/14/013/meta,https://sci-hub.se/https://iopscience.iop.org/article/10.1088/0264-9381/23/14/013/meta,Fisica
Black hole entropy from nonperturbative gauge theory,https://journals.aps.org/prd/abstract/10.1103/PhysRevD.64.124015,https://sci-hub.se/https://journals.aps.org/prd/abstract/10.1103/PhysRevD.64.124015,Fisica
[HTML] Barrow fractal entropy and the black hole quasinormal modes,https://www.sciencedirect.com/science/article/pii/S0370269320304068,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0370269320304068,Fisica
[HTML] Entanglement entropy of black holes,https://link.springer.com/article/10.12942/lrr-2011-8,https://sci-hub.se/https://link.springer.com/article/10.12942/lrr-2011-8,Fisica
Temperature and entropy of a quantum black hole and conformal anomaly,https://journals.aps.org/prd/abstract/10.1103/PhysRevD.51.R5352,https://sci-hub.se/https://journals.aps.org/prd/abstract/10.1103/PhysRevD.51.R5352,Fisica
Logarithmic correction to black hole entropy from the nonlocality of quantum gravity,https://journals.aps.org/prd/abstract/10.1103/PhysRevD.105.044013,https://sci-hub.se/https://journals.aps.org/prd/abstract/10.1103/PhysRevD.105.044013,Fisica
Black Hole Entropy: a spacetime foam approach,https://iopscience.iop.org/article/10.1088/0264-9381/14/7/014/meta,https://sci-hub.se/https://iopscience.iop.org/article/10.1088/0264-9381/14/7/014/meta,Fisica
Black hole entropic fuzzy clustering,https://ieeexplore.ieee.org/abstract/document/7893715/,https://sci-hub.se/https://ieeexplore.ieee.org/abstract/document/7893715/,Fisica
Entropy in black hole pair production,https://journals.aps.org/prd/abstract/10.1103/PhysRevD.49.958,https://sci-hub.se/https://journals.aps.org/prd/abstract/10.1103/PhysRevD.49.958,Fisica
Reflected entropy for an evaporating black hole,https://link.springer.com/article/10.1007/JHEP11(2020)155,https://sci-hub.se/https://link.springer.com/article/10.1007/JHEP11(2020)155,Fisica
Remark on black hole entropy in string theory,https://journals.aps.org/prd/abstract/10.1103/PhysRevD.50.7400,https://sci-hub.se/https://journals.aps.org/prd/abstract/10.1103/PhysRevD.50.7400,Fisica
Hawking radiation and black hole entropy in a gravity's rainbow,https://link.springer.com/article/10.1007/s10714-008-0607-7,https://sci-hub.se/https://link.springer.com/article/10.1007/s10714-008-0607-7,Fisica
Black hole entropy and the Hamiltonian formulation of diffeomorphism invariant theories,https://journals.aps.org/prd/abstract/10.1103/PhysRevD.52.7011,https://sci-hub.se/https://journals.aps.org/prd/abstract/10.1103/PhysRevD.52.7011,Fisica
Quantum aspects of black hole entropy,https://link.springer.com/article/10.1007/s12043-000-0163-5,https://sci-hub.se/https://link.springer.com/article/10.1007/s12043-000-0163-5,Fisica
Comment on “Black Hole Entropy from Conformal Field Theory in any Dimension”,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.83.5595,https://sci-hub.se/https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.83.5595,Fisica
"Static Isolated Horizons: SU(2) Invariant Phase Space, Quantization, and Black Hole Entropy",https://www.mdpi.com/23656,https://sci-hub.se/https://www.mdpi.com/23656,Fisica
Quantum corrections to black hole entropy in string theory,https://www.sciencedirect.com/science/article/pii/037026939500056Q,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/037026939500056Q,Fisica
Revisiting localization for BPS black hole entropy,https://arxiv.org/abs/2302.13490,https://sci-hub.se/https://arxiv.org/abs/2302.13490,Fisica
Flux-area operator and black hole entropy,https://e-archivo.uc3m.es/handle/10016/24551,https://sci-hub.se/https://e-archivo.uc3m.es/handle/10016/24551,Fisica
Black hole entropy and gravity cutoff,https://arxiv.org/abs/0806.3976,https://sci-hub.se/https://arxiv.org/abs/0806.3976,Fisica
Universality of quantum entropy for extreme black holes,https://www.sciencedirect.com/science/article/pii/S0550321398000947,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0550321398000947,Fisica
"Conserved charges, surface degrees of freedom, and black hole entropy",https://arxiv.org/abs/1603.02442,https://sci-hub.se/https://arxiv.org/abs/1603.02442,Fisica
Conical singularity and quantum corrections to the entropy of a black hole,https://journals.aps.org/prd/abstract/10.1103/PhysRevD.51.609,https://sci-hub.se/https://journals.aps.org/prd/abstract/10.1103/PhysRevD.51.609,Fisica
